"date","total","pm10","temp","year","month","day"
880701,111,16.806663513183594,65.66999816894531,88,7,548
880702,105,23.088531494140625,66.04000091552734,88,7,549
880703,104,,71.79000091552734,88,7,550
880704,115,48.806663513183594,75.83000183105469,88,7,551
880705,113,,82.5,88,7,552
880706,130,113.8066635131836,84.75,88,7,553
880707,97,113.8066635131836,84.54000091552734,88,7,554
880708,127,104.35491180419922,84.08000183105469,88,7,555
880709,103,82.8066635131836,83.04000091552734,88,7,556
880710,107,,77.20999908447266,88,7,557
880711,97,39.806663513183594,76.5,88,7,558
880712,107,11.80666446685791,72.91999816894531,88,7,559
880713,106,47.806663513183594,80.87999725341797,88,7,560
880714,106,58.0641975402832,85.87999725341797,88,7,561
880715,97,75.8066635131836,88.29000091552734,88,7,562
880716,117,50.806663513183594,81.5,88,7,563
880717,107,19.806663513183594,78.20999908447266,88,7,564
880718,99,,73.04000091552734,88,7,565
880719,116,32.806663513183594,75.29000091552734,88,7,566
880720,130,30.472557067871094,73.66999816894531,88,7,567
880721,108,29.806663513183594,70.04000091552734,88,7,568
880722,95,12.80666446685791,71.12999725341797,88,7,569
880723,105,25.806663513183594,73.41999816894531,88,7,570
880724,107,51.806663513183594,77.79000091552734,88,7,571
880725,113,36.806663513183594,75.04000091552734,88,7,572
880726,119,19.722557067871094,73.29000091552734,88,7,573
880727,107,56.806663513183594,77.70999908447266,88,7,574
880728,95,65.8066635131836,84.58000183105469,88,7,575
880729,119,70.8066635131836,83.58000183105469,88,7,576
880730,107,37.806663513183594,79.16999816894531,88,7,577
880731,87,,80.75,88,7,578
880801,122,64.7700424194336,88.58000183105469,88,8,579
880802,131,64.8066635131836,88.5,88,8,580
880803,124,62.806663513183594,86.66999816894531,88,8,581
880804,144,63.806663513183594,86.04000091552734,88,8,582
880805,149,61.806663513183594,80.62999725341797,88,8,583
880806,114,,76.37999725341797,88,8,584
880807,128,38.111942291259766,79.95999908447266,88,8,585
880808,138,64.8066635131836,83.62999725341797,88,8,586
880809,102,65.8066635131836,77.91999816894531,88,8,587
880810,110,33.806663513183594,75.75,88,8,588
880811,113,,82.16999816894531,88,8,589
880812,94,63.806663513183594,83.62999725341797,88,8,590
880813,99,68.30392456054688,82.08000183105469,88,8,591
880814,109,,84.04000091552734,88,8,592
880815,131,29.806663513183594,82.54000091552734,88,8,593
880816,102,66.8066635131836,86.66999816894531,88,8,594
880817,137,64.7437744140625,88.25,88,8,595
880818,165,60.806663513183594,78.45999908447266,88,8,596
880819,123,27.722557067871094,71.12999725341797,88,8,597
880820,98,28.806663513183594,72.41999816894531,88,8,598
880821,82,,70.62999725341797,88,8,599
880822,89,36.806663513183594,71.16999816894531,88,8,600
880823,116,44.806663513183594,74.37999725341797,88,8,601
880824,119,86.8066635131836,70.45999908447266,88,8,602
880825,100,49.71905517578125,69.54000091552734,88,8,603
880826,110,38.806663513183594,66.70999908447266,88,8,604
880827,94,,63.83000183105469,88,8,605
880828,78,86.8066635131836,64.16999816894531,88,8,606
880829,114,26.806663513183594,61.41999816894531,88,8,607
880830,89,34.806663513183594,64.75,88,8,608
880831,109,46.065494537353516,71.62999725341797,88,8,609
880901,118,45.806663513183594,71.95999908447266,88,9,610
880902,116,62.806663513183594,73.12999725341797,88,9,611
880903,98,35.806663513183594,71.25,88,9,612
880904,104,25.806663513183594,63.130001068115234,88,9,613
880905,105,,54.709999084472656,88,9,614
880906,116,27.76088523864746,55.91999816894531,88,9,615
880907,113,27.76883316040039,62.880001068115234,88,9,616
880908,114,51.806663513183594,69,88,9,617
880909,112,63.806663513183594,67.25,88,9,618
880910,127,74.8066635131836,68.20999908447266,88,9,619
880911,122,,73.29000091552734,88,9,620
880912,127,29.080902099609375,75.45999908447266,88,9,621
880913,94,55.806663513183594,64.79000091552734,88,9,622
880914,93,55.806663513183594,64.83000183105469,88,9,623
880915,102,35.806663513183594,64.29000091552734,88,9,624
880916,113,52.806663513183594,66,88,9,625
880917,100,,76.83000183105469,88,9,626
880918,119,38.69559860229492,74,88,9,627
880919,103,23.806663513183594,67.37999725341797,88,9,628
880920,124,31.806663513183594,58.25,88,9,629
880921,99,,57.709999084472656,88,9,630
880922,122,,69.45999908447266,88,9,631
880923,103,,62.630001068115234,88,9,632
880924,94,44.192962646484375,56.58000183105469,88,9,633
880925,119,,60.08000183105469,88,9,634
880926,103,,66.12999725341797,88,9,635
880927,100,,68.62999725341797,88,9,636
880928,126,,61.630001068115234,88,9,637
880929,83,,66.12999725341797,88,9,638
880930,132,47.95399856567383,68.5,88,9,639
881001,104,9.80666446685791,65.41999816894531,88,10,640
881002,106,19.806663513183594,57.08000183105469,88,10,641
881003,127,,52.83000183105469,88,10,642
881004,118,30.806663513183594,44.959999084472656,88,10,643
881005,94,27.806663513183594,43,88,10,644
881006,114,32.46287155151367,44.040000915527344,88,10,645
881007,121,,47.540000915527344,88,10,646
881008,108,53.806663513183594,52.25,88,10,647
881009,106,,54.040000915527344,88,10,648
881010,115,36.806663513183594,57.290000915527344,88,10,649
881011,103,45.806663513183594,44.41999816894531,88,10,650
881012,105,24.749542236328125,38.33000183105469,88,10,651
881013,104,,41.459999084472656,88,10,652
881014,102,56.806663513183594,57.83000183105469,88,10,653
881015,134,48.806663513183594,65,88,10,654
881016,119,40.806663513183594,61.540000915527344,88,10,655
881017,119,,54.130001068115234,88,10,656
881018,118,21.719053268432617,48.5,88,10,657
881019,114,25.806663513183594,44.130001068115234,88,10,658
881020,120,21.806663513183594,43.58000183105469,88,10,659
881021,99,28.806663513183594,46.75,88,10,660
881022,91,29.806663513183594,41.75,88,10,661
881023,113,27.806663513183594,43.459999084472656,88,10,662
881024,112,24.77004051208496,36,88,10,663
881025,136,31.806663513183594,33.709999084472656,88,10,664
881026,128,31.806663513183594,35.130001068115234,88,10,665
881027,128,,46,88,10,666
881028,125,36.806663513183594,36.33000183105469,88,10,667
881029,113,25.806663513183594,32.380001068115234,88,10,668
881030,117,23.023414611816406,32.33000183105469,88,10,669
881031,113,33.806663513183594,40,88,10,670
881101,137,32.806663513183594,41.630001068115234,88,11,671
881102,123,25.806663513183594,42.630001068115234,88,11,672
881103,129,31.806663513183594,50.58000183105469,88,11,673
881104,130,25.806663513183594,55,88,11,674
881105,123,13.58006477355957,42.25,88,11,675
881106,101,,33.959999084472656,88,11,676
881107,112,9.80666446685791,39.08000183105469,88,11,677
881108,106,37.806663513183594,41.209999084472656,88,11,678
881109,109,22.806663513183594,44.880001068115234,88,11,679
881110,88,12.80666446685791,43.16999816894531,88,11,680
881111,101,21.180065155029297,37.380001068115234,88,11,681
881112,117,12.80666446685791,40.540000915527344,88,11,682
881113,122,9.80666446685791,44.709999084472656,88,11,683
881114,116,,46.5,88,11,684
881115,129,,56.040000915527344,88,11,685
881116,127,20.806663513183594,42.709999084472656,88,11,686
881117,103,21.893898010253906,37.209999084472656,88,11,687
881118,131,6.806663990020752,43.709999084472656,88,11,688
881119,114,11.80666446685791,43.66999816894531,88,11,689
881120,112,18.806663513183594,37.540000915527344,88,11,690
881121,105,18.806663513183594,32.66999816894531,88,11,691
881122,109,28.806663513183594,33.130001068115234,88,11,692
881123,125,34.914222717285156,40.630001068115234,88,11,693
881124,116,19.806663513183594,45.91999816894531,88,11,694
881125,142,25.806663513183594,50.040000915527344,88,11,695
881126,112,10.80666446685791,54.41999816894531,88,11,696
881127,106,6.806663990020752,37.83000183105469,88,11,697
881128,103,3.806663990020752,29.3799991607666,88,11,698
881129,97,24.114221572875977,36,88,11,699
881130,110,19.806663513183594,31.670000076293945,88,11,700
881201,105,24.806663513183594,24.1299991607666,88,12,701
881202,122,26.806663513183594,34.380001068115234,88,12,702
881203,114,,41.58000183105469,88,12,703
881204,92,20.806663513183594,32.83000183105469,88,12,704
881205,113,38.36118698120117,36.630001068115234,88,12,705
881206,105,37.806663513183594,41.380001068115234,88,12,706
881207,120,27.806663513183594,34.790000915527344,88,12,707
881208,120,37.806663513183594,26.459999084472656,88,12,708
881209,95,34.806663513183594,22.709999084472656,88,12,709
881210,129,,17.290000915527344,88,12,710
881211,101,28.173871994018555,12.039999961853027,88,12,711
881212,129,26.806663513183594,19.709999084472656,88,12,712
881213,119,45.806663513183594,36.380001068115234,88,12,713
881214,129,,37.880001068115234,88,12,714
881215,136,,18.079999923706055,88,12,715
881216,117,32.806663513183594,10.710000038146973,88,12,716
881217,113,23.093896865844727,15.539999961853027,88,12,717
881218,107,36.806663513183594,24.040000915527344,88,12,718
881219,104,,41.16999816894531,88,12,719
881220,141,,46.41999816894531,88,12,720
881221,107,,32.58000183105469,88,12,721
881222,132,,34.459999084472656,88,12,722
881223,123,21.318368911743164,40.75,88,12,723
881224,101,,37,88,12,724
881225,132,,22.5,88,12,725
881226,145,,28.1299991607666,88,12,726
881227,117,16.680883407592773,31.25,88,12,727
881228,112,14.80666446685791,15.789999961853027,88,12,728
881229,107,28.645883560180664,13.789999961853027,88,12,729
881230,128,,23.790000915527344,88,12,730
881231,137,58.806663513183594,26.170000076293945,88,12,731
890101,119,63.806663513183594,26.1299991607666,89,1,732
890102,117,25.806663513183594,19.290000915527344,89,1,733
890103,132,,25.579999923706055,89,1,734
890104,118,39.267852783203125,19.709999084472656,89,1,735
890105,122,17.806663513183594,31.290000915527344,89,1,736
890106,104,24.806663513183594,35.130001068115234,89,1,737
890107,104,,39.790000915527344,89,1,738
890108,107,,12.960000038146973,89,1,739
890109,143,49.806663513183594,15.539999961853027,89,1,740
890110,117,36.2154655456543,31.329999923706055,89,1,741
890111,123,28.806663513183594,35.540000915527344,89,1,742
890112,125,,30.920000076293945,89,1,743
890113,112,,25.329999923706055,89,1,744
890114,130,17.806663513183594,26.959999084472656,89,1,745
890115,121,,30.579999923706055,89,1,746
890116,112,26.144052505493164,31.75,89,1,747
890117,129,21.806663513183594,38.380001068115234,89,1,748
890118,89,,37.540000915527344,89,1,749
890119,112,,37.709999084472656,89,1,750
890120,99,,29.25,89,1,751
890121,103,24.806663513183594,27.290000915527344,89,1,752
890122,114,20.28871726989746,38.380001068115234,89,1,753
890123,138,14.80666446685791,40.459999084472656,89,1,754
890124,135,42.806663513183594,38.08000183105469,89,1,755
890125,113,33.806663513183594,39.459999084472656,89,1,756
890126,111,34.806663513183594,35.58000183105469,89,1,757
890127,119,22.806663513183594,36.08000183105469,89,1,758
890128,107,25.394302368164062,39.58000183105469,89,1,759
890129,95,,39.790000915527344,89,1,760
890130,120,,38.91999816894531,89,1,761
890131,133,,51.380001068115234,89,1,762
890201,110,9.80666446685791,34.040000915527344,89,2,763
890202,115,46.806663513183594,26.040000915527344,89,2,764
890203,123,18.922943115234375,16.329999923706055,89,2,765
890204,119,42.806663513183594,4.5,89,2,766
890205,113,,7.420000076293945,89,2,767
890206,128,29.806663513183594,2.8299999237060547,89,2,768
890207,128,53.806663513183594,11.329999923706055,89,2,769
890208,128,83.8066635131836,11.789999961853027,89,2,770
890209,113,34.72629165649414,6.210000038146973,89,2,771
890210,118,33.806663513183594,17.459999084472656,89,2,772
890211,132,30.806663513183594,24.670000076293945,89,2,773
890212,116,23.806663513183594,26.8799991607666,89,2,774
890213,134,,33.290000915527344,89,2,775
890214,135,49.806663513183594,28.209999084472656,89,2,776
890215,127,27.95791244506836,28.959999084472656,89,2,777
890216,123,22.806663513183594,18.540000915527344,89,2,778
890217,139,10.80666446685791,18.959999084472656,89,2,779
890218,116,20.806663513183594,22.329999923706055,89,2,780
890219,103,,26.459999084472656,89,2,781
890220,120,,26.959999084472656,89,2,782
890221,112,42.93574523925781,25.5,89,2,783
890222,109,53.806663513183594,17.920000076293945,89,2,784
890223,114,34.806663513183594,13.789999961853027,89,2,785
890224,115,58.806663513183594,15.039999961853027,89,2,786
890225,130,,27.920000076293945,89,2,787
890226,103,,28.790000915527344,89,2,788
890227,129,31.78938865661621,19.1299991607666,89,2,789
890228,132,54.806663513183594,22.079999923706055,89,2,790
890301,131,,16.959999084472656,89,3,791
890302,116,29.806663513183594,20.209999084472656,89,3,792
890303,123,,31.6299991607666,89,3,793
890304,104,27.806663513183594,35.540000915527344,89,3,794
890305,112,12.464176177978516,22.920000076293945,89,3,795
890306,143,17.806663513183594,25.920000076293945,89,3,796
890307,144,38.806663513183594,22.75,89,3,797
890308,150,65.8066635131836,26.670000076293945,89,3,798
890309,143,74.8066635131836,34.459999084472656,89,3,799
890310,106,,41.83000183105469,89,3,800
890311,144,72.37081909179688,43.58000183105469,89,3,801
890312,126,27.806663513183594,35,89,3,802
890313,116,40.806663513183594,40.5,89,3,803
890314,126,,46.540000915527344,89,3,804
890315,107,,30.959999084472656,89,3,805
890316,93,33.806663513183594,35.959999084472656,89,3,806
890317,122,18.535024642944336,31.3799991607666,89,3,807
890318,131,20.806663513183594,23.75,89,3,808
890319,115,,28.040000915527344,89,3,809
890320,138,28.806663513183594,33.880001068115234,89,3,810
890321,117,19.806663513183594,27.709999084472656,89,3,811
890322,114,24.806663513183594,32.380001068115234,89,3,812
890323,113,56.7601318359375,40.790000915527344,89,3,813
890324,123,37.806663513183594,49.380001068115234,89,3,814
890325,106,38.806663513183594,47.91999816894531,89,3,815
890326,102,,58.290000915527344,89,3,816
890327,136,19.806663513183594,65.66999816894531,89,3,817
890328,106,25.806663513183594,61.66999816894531,89,3,818
890329,116,14.850845336914062,37.959999084472656,89,3,819
890330,103,31.806663513183594,40.630001068115234,89,3,820
890331,104,29.806663513183594,35.290000915527344,89,3,821
890401,113,20.806663513183594,38.41999816894531,89,4,822
890402,113,,47.209999084472656,89,4,823
890403,114,,46.75,89,4,824
890404,116,31.292028427124023,47.5,89,4,825
890405,105,30.806663513183594,42.16999816894531,89,4,826
890406,122,47.806663513183594,42.91999816894531,89,4,827
890407,122,39.806663513183594,38.540000915527344,89,4,828
890408,91,32.806663513183594,38.08000183105469,89,4,829
890409,119,,28.459999084472656,89,4,830
890410,111,28.34908103942871,29.790000915527344,89,4,831
890411,101,41.806663513183594,38.959999084472656,89,4,832
890412,111,28.806663513183594,41.790000915527344,89,4,833
890413,147,46.806663513183594,42.5,89,4,834
890414,131,36.806663513183594,51.66999816894531,89,4,835
890415,96,51.806663513183594,49.459999084472656,89,4,836
890416,104,45.7609748840332,56.209999084472656,89,4,837
890417,103,20.806663513183594,49.209999084472656,89,4,838
890418,99,46.806663513183594,39.040000915527344,89,4,839
890419,120,53.806663513183594,44.91999816894531,89,4,840
890420,111,66.8066635131836,54.959999084472656,89,4,841
890421,96,46.806663513183594,50.709999084472656,89,4,842
890422,95,42.22061538696289,52.709999084472656,89,4,843
890423,111,58.806663513183594,50.58000183105469,89,4,844
890424,129,71.8066635131836,58.040000915527344,89,4,845
890425,107,,64.54000091552734,89,4,846
890426,101,,56.41999816894531,89,4,847
890427,133,66.8066635131836,53.380001068115234,89,4,848
890428,103,37.286773681640625,48.66999816894531,89,4,849
890429,103,,53.540000915527344,89,4,850
890430,106,,49.91999816894531,89,4,851
890501,113,21.806663513183594,47.66999816894531,89,5,852
890502,120,23.806663513183594,45.209999084472656,89,5,853
890503,105,,53.790000915527344,89,5,854
890504,112,46.02418518066406,53.040000915527344,89,5,855
890505,116,,52.290000915527344,89,5,856
890506,102,30.806663513183594,35.91999816894531,89,5,857
890507,115,,44.040000915527344,89,5,858
890508,123,,50.66999816894531,89,5,859
890509,90,17.806663513183594,49.380001068115234,89,5,860
890510,105,25.188488006591797,50.459999084472656,89,5,861
890511,119,,49.58000183105469,89,5,862
890512,117,,51.58000183105469,89,5,863
890513,113,14.80666446685791,51.709999084472656,89,5,864
890514,108,62.806663513183594,54.41999816894531,89,5,865
890515,124,,55.91999816894531,89,5,866
890516,119,78.8329086303711,59.959999084472656,89,5,867
890517,99,95.8066635131836,64.62999725341797,89,5,868
890518,112,96.8066635131836,68.83000183105469,89,5,869
890519,101,32.806663513183594,66.20999908447266,89,5,870
890520,120,,65.16999816894531,89,5,871
890521,113,44.806663513183594,66.41999816894531,89,5,872
890522,121,63.07558822631836,66.08000183105469,89,5,873
890523,115,65.8066635131836,69.5,89,5,874
890524,109,,74.41999816894531,89,5,875
890525,111,30.806663513183594,67.45999908447266,89,5,876
890526,100,,63.459999084472656,89,5,877
890527,109,31.806663513183594,56.880001068115234,89,5,878
890528,114,30.560453414916992,59.959999084472656,89,5,879
890529,87,,67.29000091552734,89,5,880
890530,118,22.806663513183594,76.08000183105469,89,5,881
890531,117,,74.70999908447266,89,5,882
890601,108,25.806663513183594,67.66999816894531,89,6,883
890602,112,,68.5,89,6,884
890603,126,27.90901756286621,58.83000183105469,89,6,885
890604,106,,63.5,89,6,886
890605,104,76.8066635131836,65.41999816894531,89,6,887
890606,114,,72,89,6,888
890607,122,86.8066635131836,74.08000183105469,89,6,889
890608,104,,74.08000183105469,89,6,890
890609,96,37.10963821411133,61.290000915527344,89,6,891
890610,104,,59.790000915527344,89,6,892
890611,109,32.806663513183594,63.08000183105469,89,6,893
890612,114,40.806663513183594,64.95999908447266,89,6,894
890613,102,42.806663513183594,66.45999908447266,89,6,895
890614,115,,63.959999084472656,89,6,896
890615,92,26.084890365600586,54.41999816894531,89,6,897
890616,94,32.806663513183594,58.790000915527344,89,6,898
890617,92,40.806663513183594,66.70999908447266,89,6,899
890618,113,,71.75,89,6,900
890619,108,23.806663513183594,70.75,89,6,901
890620,107,25.806663513183594,68.04000091552734,89,6,902
890621,115,55.429630279541016,70.87999725341797,89,6,903
890622,110,,80.79000091552734,89,6,904
890623,96,,79.54000091552734,89,6,905
890624,109,,73.5,89,6,906
890625,118,50.806663513183594,74.37999725341797,89,6,907
890626,98,86.8066635131836,76.95999908447266,89,6,908
890627,115,49.48270034790039,73.20999908447266,89,6,909
890628,93,30.806663513183594,63.709999084472656,89,6,910
890629,103,25.806663513183594,62.790000915527344,89,6,911
890630,97,,68.75,89,6,912
890701,117,,74.83000183105469,89,7,913
890702,111,62.806663513183594,73.66999816894531,89,7,914
890703,110,55.279052734375,75.08000183105469,89,7,915
890704,98,,75.95999908447266,89,7,916
890705,124,48.68088150024414,76,89,7,917
890706,116,82.8066635131836,79.66999816894531,89,7,918
890707,122,53.806663513183594,78.62999725341797,89,7,919
890708,107,47.806663513183594,77.70999908447266,89,7,920
890709,94,56.762237548828125,84.12999725341797,89,7,921
890710,121,40.806663513183594,84.91999816894531,89,7,922
890711,111,,74.70999908447266,89,7,923
890712,109,,70.12999725341797,89,7,924
890713,116,18.806663513183594,68.87999725341797,89,7,925
890714,100,9.80666446685791,68.29000091552734,89,7,926
890715,100,28.326915740966797,70.20999908447266,89,7,927
890716,103,29.806663513183594,73.08000183105469,89,7,928
890717,105,65.8066635131836,72.5,89,7,929
890718,118,53.806663513183594,69.12999725341797,89,7,930
890719,97,44.806663513183594,67.54000091552734,89,7,931
890720,99,23.806663513183594,67,89,7,932
890721,109,39.08905792236328,68.08000183105469,89,7,933
890722,107,36.806663513183594,73.5,89,7,934
890723,118,51.806663513183594,75.70999908447266,89,7,935
890724,112,74.8066635131836,78.5,89,7,936
890725,106,52.806663513183594,77.45999908447266,89,7,937
890726,115,58.806663513183594,79.54000091552734,89,7,938
890727,105,43.0322380065918,80.5,89,7,939
890728,97,31.2437744140625,68.58000183105469,89,7,940
890729,96,26.806663513183594,70.20999908447266,89,7,941
890730,106,43.806663513183594,70.62999725341797,89,7,942
890731,99,66.8066635131836,70.29000091552734,89,7,943
890801,117,45.806663513183594,72.83000183105469,89,8,944
890802,101,73.8553466796875,75.20999908447266,89,8,945
890803,109,49.806663513183594,80.45999908447266,89,8,946
890804,113,61.806663513183594,81.41999816894531,89,8,947
890805,112,35.806663513183594,76.04000091552734,89,8,948
890806,97,22.806663513183594,63.5,89,8,949
890807,121,26.806663513183594,61.66999816894531,89,8,950
890808,110,48.23830032348633,65.41999816894531,89,8,951
890809,97,44.806663513183594,69.70999908447266,89,8,952
890810,113,47.806663513183594,71.04000091552734,89,8,953
890811,113,93.8066635131836,70,89,8,954
890812,99,83.8066635131836,68.83000183105469,89,8,955
890813,78,50.806663513183594,70.87999725341797,89,8,956
890814,105,58.400970458984375,70.08000183105469,89,8,957
890815,99,15.80666446685791,68.5,89,8,958
890816,103,,66.37999725341797,89,8,959
890817,123,31.806663513183594,66.54000091552734,89,8,960
890818,96,,67.45999908447266,89,8,961
890819,120,,69.83000183105469,89,8,962
890820,114,35.74231719970703,74.54000091552734,89,8,963
890821,82,56.806663513183594,74.75,89,8,964
890822,126,28.806663513183594,76.29000091552734,89,8,965
890823,99,22.806663513183594,70.5,89,8,966
890824,109,32.723209381103516,69.83000183105469,89,8,967
890825,104,,69.87999725341797,89,8,968
890826,95,47.10672378540039,70.62999725341797,89,8,969
890827,106,47.806663513183594,74.66999816894531,89,8,970
890828,109,46.806663513183594,74.66999816894531,89,8,971
890829,112,47.806663513183594,74.5,89,8,972
890830,106,51.806663513183594,70.45999908447266,89,8,973
890831,103,32.806663513183594,70.62999725341797,89,8,974
890901,104,19.861757278442383,69.62999725341797,89,9,975
890902,87,12.80666446685791,65.12999725341797,89,9,976
890903,105,20.806663513183594,65.37999725341797,89,9,977
890904,102,34.806663513183594,67.45999908447266,89,9,978
890905,108,,71.20999908447266,89,9,979
890906,104,40.806663513183594,71.66999816894531,89,9,980
890907,107,55.2631950378418,74.75,89,9,981
890908,104,35.806663513183594,74.25,89,9,982
890909,118,,68.25,89,9,983
890910,96,20.806663513183594,63.630001068115234,89,9,984
890911,105,37.806663513183594,65.87999725341797,89,9,985
890912,98,29.806663513183594,59.959999084472656,89,9,986
890913,109,12.208916664123535,56.08000183105469,89,9,987
890914,100,12.80666446685791,59.630001068115234,89,9,988
890915,108,,57.790000915527344,89,9,989
890916,122,30.806663513183594,59.540000915527344,89,9,990
890917,111,48.806663513183594,62.880001068115234,89,9,991
890918,125,46.806663513183594,65.33000183105469,89,9,992
890919,131,47.401695251464844,65.62999725341797,89,9,993
890920,84,58.806663513183594,66.66999816894531,89,9,994
890921,120,73.8066635131836,66.70999908447266,89,9,995
890922,120,112.8066635131836,65.04000091552734,89,9,996
890923,125,32.806663513183594,45.290000915527344,89,9,997
890924,117,21.806663513183594,48.790000915527344,89,9,998
890925,116,46.5986328125,55.380001068115234,89,9,999
890926,115,21.806663513183594,51.5,89,9,1000
890927,110,38.806663513183594,53.16999816894531,89,9,1001
890928,109,50.806663513183594,58.58000183105469,89,9,1002
890929,106,34.806663513183594,60.25,89,9,1003
890930,119,42.806663513183594,60.540000915527344,89,9,1004
891001,128,49.5921745300293,64.95999908447266,89,10,1005
891002,103,55.28207778930664,58.380001068115234,89,10,1006
891003,102,42.28207778930664,44.41999816894531,89,10,1007
891004,118,66.8066635131836,45.83000183105469,89,10,1008
891005,129,46.78207778930664,52.709999084472656,89,10,1009
891006,102,28.75749397277832,52.959999084472656,89,10,1010
891007,120,22.422607421875,44.790000915527344,89,10,1011
891008,113,23.28207778930664,43.380001068115234,89,10,1012
891009,129,,47.5,89,10,1013
891010,122,42.75749206542969,51.16999816894531,89,10,1014
891011,108,52.78207778930664,60.540000915527344,89,10,1015
891012,114,58.78207778930664,61.209999084472656,89,10,1016
891013,111,89.4188461303711,61.040000915527344,89,10,1017
891014,121,62.78207778930664,67.37999725341797,89,10,1018
891015,115,48.28207778930664,70.58000183105469,89,10,1019
891016,129,27.78207778930664,56.25,89,10,1020
891017,101,10.282078742980957,44.130001068115234,89,10,1021
891018,111,14.282078742980957,37.41999816894531,89,10,1022
891019,111,7.824416637420654,36.75,89,10,1023
891020,100,19.78207778930664,37.209999084472656,89,10,1024
891021,120,29.78207778930664,44.25,89,10,1025
891022,121,21.28207778930664,48.25,89,10,1026
891023,125,37.806663513183594,57.040000915527344,89,10,1027
891024,125,48.28207778930664,62.880001068115234,89,10,1028
891025,123,52.013973236083984,64.70999908447266,89,10,1029
891026,114,64.7820816040039,62.41999816894531,89,10,1030
891027,116,67.2820816040039,61.880001068115234,89,10,1031
891028,106,53.28207778930664,63.380001068115234,89,10,1032
891029,128,45.28207778930664,63.5,89,10,1033
891030,107,42.78207778930664,62.290000915527344,89,10,1034
891031,105,22.428226470947266,42.540000915527344,89,10,1035
891101,108,32.78207778930664,41.959999084472656,89,11,1036
891102,112,25.78207778930664,36.630001068115234,89,11,1037
891103,101,24.806663513183594,33.290000915527344,89,11,1038
891104,94,28.28207778930664,45.290000915527344,89,11,1039
891105,124,36.28207778930664,54.33000183105469,89,11,1040
891106,111,24.95058822631836,44.66999816894531,89,11,1041
891107,109,18.680883407592773,45.08000183105469,89,11,1042
891108,105,26.78207778930664,45.380001068115234,89,11,1043
891109,127,17.806663513183594,39.290000915527344,89,11,1044
891110,116,25.78207778930664,37.709999084472656,89,11,1045
891111,134,28.78207778930664,46.790000915527344,89,11,1046
891112,106,17.557971954345703,39.959999084472656,89,11,1047
891113,107,,62.66999816894531,89,11,1048
891114,106,27.28207778930664,48.5,89,11,1049
891115,114,18.75749397277832,40.959999084472656,89,11,1050
891116,134,14.757493019104004,27.920000076293945,89,11,1051
891117,122,35.28207778930664,23.25,89,11,1052
891118,124,20.542577743530273,21.790000915527344,89,11,1053
891119,103,26.28207778930664,38.91999816894531,89,11,1054
891120,125,44.28207778930664,46.16999816894531,89,11,1055
891121,92,29.78207778930664,29.420000076293945,89,11,1056
891122,106,27.75749397277832,27.5,89,11,1057
891123,105,26.806663513183594,21.459999084472656,89,11,1058
891124,131,28.26140022277832,29.459999084472656,89,11,1059
891125,119,32.28207778930664,42.5,89,11,1060
891126,114,26.75749397277832,40.209999084472656,89,11,1061
891127,136,,48.91999816894531,89,11,1062
891128,122,26.28207778930664,28.329999923706055,89,11,1063
891129,94,23.75749397277832,21.8799991607666,89,11,1064
891130,94,30.885974884033203,33.66999816894531,89,11,1065
891201,118,49.78207778930664,37.040000915527344,89,12,1066
891202,112,52.78207778930664,27.670000076293945,89,12,1067
891203,121,17.75749397277832,21.25,89,12,1068
891204,145,34.75749206542969,31.920000076293945,89,12,1069
891205,100,38.78207778930664,38.91999816894531,89,12,1070
891206,127,22.441131591796875,31.579999923706055,89,12,1071
891207,110,32.78207778930664,17.459999084472656,89,12,1072
891208,119,38.28207778930664,21.25,89,12,1073
891209,133,31.28207778930664,27.6299991607666,89,12,1074
891210,116,26.78207778930664,31.579999923706055,89,12,1075
891211,132,35.78207778930664,21.079999923706055,89,12,1076
891212,124,38.11968994140625,10.25,89,12,1077
891213,116,43.78207778930664,14.579999923706055,89,12,1078
891214,123,34.78207778930664,5.630000114440918,89,12,1079
891215,102,46.28207778930664,2.630000114440918,89,12,1080
891216,124,33.78207778930664,2.130000114440918,89,12,1081
891217,122,31.78207778930664,9.75,89,12,1082
891218,151,42.078216552734375,9.960000038146973,89,12,1083
891219,159,39.78207778930664,9.25,89,12,1084
891220,120,23.28207778930664,1.6299999952316284,89,12,1085
891221,155,46.806663513183594,-9.920000076293945,89,12,1086
891222,157,46.806663513183594,-5.670000076293945,89,12,1087
891223,151,35.806663513183594,-2.5,89,12,1088
891224,131,24.161579132080078,8.170000076293945,89,12,1089
891225,149,,24.329999923706055,89,12,1090
891226,158,,11.710000038146973,89,12,1091
891227,165,31.806663513183594,22.6299991607666,89,12,1092
891228,154,17.806663513183594,29.829999923706055,89,12,1093
891229,167,37.806663513183594,34.880001068115234,89,12,1094
891230,153,35.826995849609375,32.5,89,12,1095
891231,178,39.806663513183594,29.790000915527344,89,12,1096
900101,153,,27.959999084472656,90,1,1097
900102,163,,32.08000183105469,90,1,1098
900103,164,30.7437744140625,39.130001068115234,90,1,1099
900104,136,24.28207778930664,36.41999816894531,90,1,1100
900105,148,33.47405242919922,28.959999084472656,90,1,1101
900106,155,43.28207778930664,29.790000915527344,90,1,1102
900107,144,26.75749397277832,33.380001068115234,90,1,1103
900108,127,28.78207778930664,37.5,90,1,1104
